benchmark_group_id,canonical_race_id,canonical_runner_id,race_date,track,race_number,race_distance_metres,segment_sequence,segment_start_metres,segment_end_metres,segment_distance_metres,actual_elapsed_seconds,standard_elapsed_seconds,time_difference_seconds,surface,track_condition_number,track_condition_group,lengths_per_second,seconds_per_length,lengths_vs_standard,conversion_method,conversion_version,conversion_status,conversion_reason,source_hash,audit_status
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.947400,11.173100,-0.774300,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,13.898500,11.841500,-2.057000,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,2026-07-20,Southside Pakenham Synthetic,7,1400,1,1400,1200,200,14.316400,14.306100,-0.010300,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,2026-07-20,Southside Pakenham Synthetic,7,1400,2,1200,1000,200,11.160700,11.176300,0.015600,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,2026-07-20,Southside Pakenham Synthetic,7,1400,3,1000,800,200,11.350700,11.454800,0.104100,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,2026-07-20,Southside Pakenham Synthetic,7,1400,4,800,600,200,11.481100,11.487700,0.006600,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,2026-07-20,Southside Pakenham Synthetic,7,1400,5,600,400,200,11.467900,11.402500,-0.065400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,2026-07-20,Southside Pakenham Synthetic,7,1400,6,400,200,200,11.179400,11.173100,-0.006300,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,2026-07-20,Southside Pakenham Synthetic,7,1400,7,200,0,200,11.954600,11.841500,-0.113100,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,2026-07-20,Southside Pakenham Synthetic,7,1400,1,1400,1200,200,14.104400,14.306100,0.201700,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,2026-07-20,Southside Pakenham Synthetic,7,1400,2,1200,1000,200,11.299400,11.176300,-0.123100,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,2026-07-20,Southside Pakenham Synthetic,7,1400,3,1000,800,200,11.370100,11.454800,0.084700,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,2026-07-20,Southside Pakenham Synthetic,7,1400,4,800,600,200,11.487700,11.487700,0.000000,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,2026-07-20,Southside Pakenham Synthetic,7,1400,5,600,400,200,11.567400,11.402500,-0.164900,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,2026-07-20,Southside Pakenham Synthetic,7,1400,6,400,200,200,11.286700,11.173100,-0.113600,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,2026-07-20,Southside Pakenham Synthetic,7,1400,7,200,0,200,11.737100,11.841500,0.104400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,2026-07-20,Southside Pakenham Synthetic,7,1400,1,1400,1200,200,14.803800,14.306100,-0.497700,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,2026-07-20,Southside Pakenham Synthetic,7,1400,2,1200,1000,200,11.487700,11.176300,-0.311400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,2026-07-20,Southside Pakenham Synthetic,7,1400,3,1000,800,200,11.350700,11.454800,0.104100,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,2026-07-20,Southside Pakenham Synthetic,7,1400,4,800,600,200,11.331400,11.487700,0.156300,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,2026-07-20,Southside Pakenham Synthetic,7,1400,5,600,400,200,11.422000,11.402500,-0.019500,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,2026-07-20,Southside Pakenham Synthetic,7,1400,6,400,200,200,11.013200,11.173100,0.159900,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,2026-07-20,Southside Pakenham Synthetic,7,1400,7,200,0,200,11.648200,11.841500,0.193300,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,2026-07-20,Southside Pakenham Synthetic,7,1400,1,1400,1200,200,14.295900,14.306100,0.010200,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,2026-07-20,Southside Pakenham Synthetic,7,1400,2,1200,1000,200,11.104900,11.176300,0.071400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,2026-07-20,Southside Pakenham Synthetic,7,1400,3,1000,800,200,11.540700,11.454800,-0.085900,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,2026-07-20,Southside Pakenham Synthetic,7,1400,4,800,600,200,11.370100,11.487700,0.117600,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,2026-07-20,Southside Pakenham Synthetic,7,1400,5,600,400,200,11.383000,11.402500,0.019500,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,2026-07-20,Southside Pakenham Synthetic,7,1400,6,400,200,200,11.166900,11.173100,0.006200,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,2026-07-20,Southside Pakenham Synthetic,7,1400,7,200,0,200,11.883500,11.841500,-0.042000,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,2026-07-20,Southside Pakenham Synthetic,7,1400,1,1400,1200,200,14.378100,14.306100,-0.072000,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,2026-07-20,Southside Pakenham Synthetic,7,1400,2,1200,1000,200,11.267600,11.176300,-0.091300,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,2026-07-20,Southside Pakenham Synthetic,7,1400,3,1000,800,200,11.668600,11.454800,-0.213800,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,2026-07-20,Southside Pakenham Synthetic,7,1400,4,800,600,200,11.350700,11.487700,0.137000,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,2026-07-20,Southside Pakenham Synthetic,7,1400,5,600,400,200,11.389500,11.402500,0.013000,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,2026-07-20,Southside Pakenham Synthetic,7,1400,6,400,200,200,11.160700,11.173100,0.012400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,2026-07-20,Southside Pakenham Synthetic,7,1400,7,200,0,200,11.799400,11.841500,0.042100,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15714009,2026-07-20,Southside Pakenham Synthetic,7,1400,1,1400,1200,200,14.104400,14.306100,0.201700,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15714009,2026-07-20,Southside Pakenham Synthetic,7,1400,2,1200,1000,200,11.061900,11.176300,0.114400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15714009,2026-07-20,Southside Pakenham Synthetic,7,1400,3,1000,800,200,11.383000,11.454800,0.071800,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15714009,2026-07-20,Southside Pakenham Synthetic,7,1400,4,800,600,200,11.534000,11.487700,-0.046300,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15714009,2026-07-20,Southside Pakenham Synthetic,7,1400,5,600,400,200,11.500900,11.402500,-0.098400,SYNTHETIC,,,,,,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,EDGEIQ_GOING_DEPENDENT_LENGTHS_PER_SECOND_V1,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE,UNSUPPORTED_SURFACE,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,BLOCKED_UNSUPPORTED_LENGTH_CONVERSION_SCOPE
