benchmark_group_id,canonical_race_id,canonical_runner_id,canonical_track,course_identity,source_surface,canonical_surface_group,race_date,track,race_number,race_distance_metres,segment_sequence,segment_start_metres,segment_end_metres,segment_distance_metres,actual_elapsed_seconds,standard_elapsed_seconds,time_difference_seconds,track_condition_number,track_condition_group,lengths_per_second,seconds_per_length,lengths_vs_standard,conversion_method,conversion_version,conversion_status,conversion_reason,source_hash,audit_status
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,2,1200,1000,200,10.940900,11.176300,0.235400,,STANDARD_SYNTHETIC,6.000000000,0.166666667,1.412400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,3,1000,800,200,11.554000,11.454800,-0.099200,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.595200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,4,800,600,200,11.919000,11.487700,-0.431300,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-2.587800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,5,600,400,200,11.778600,11.402500,-0.376100,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-2.256600,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,6,400,200,200,11.947400,11.173100,-0.774300,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-4.645800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R6,15701920,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,6,1400,7,200,0,200,13.898500,11.841500,-2.057000,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-12.342000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,916ba2bcb45c3fe0786e774f4d32d37bc149c67134684bdf69b5f2976e5325ba,CALCULATED
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,1,1400,1200,200,14.316400,14.306100,-0.010300,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.061800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,2,1200,1000,200,11.160700,11.176300,0.015600,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.093600,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,3,1000,800,200,11.350700,11.454800,0.104100,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.624600,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,4,800,600,200,11.481100,11.487700,0.006600,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.039600,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,5,600,400,200,11.467900,11.402500,-0.065400,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.392400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,6,400,200,200,11.179400,11.173100,-0.006300,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.037800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720034,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,7,200,0,200,11.954600,11.841500,-0.113100,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.678600,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,1,1400,1200,200,14.104400,14.306100,0.201700,,STANDARD_SYNTHETIC,6.000000000,0.166666667,1.210200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,2,1200,1000,200,11.299400,11.176300,-0.123100,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.738600,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,3,1000,800,200,11.370100,11.454800,0.084700,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.508200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,4,800,600,200,11.487700,11.487700,0.000000,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.000000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,5,600,400,200,11.567400,11.402500,-0.164900,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.989400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,6,400,200,200,11.286700,11.173100,-0.113600,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.681600,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718048,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,7,200,0,200,11.737100,11.841500,0.104400,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.626400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,1,1400,1200,200,14.803800,14.306100,-0.497700,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-2.986200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,2,1200,1000,200,11.487700,11.176300,-0.311400,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-1.868400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,3,1000,800,200,11.350700,11.454800,0.104100,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.624600,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,4,800,600,200,11.331400,11.487700,0.156300,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.937800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,5,600,400,200,11.422000,11.402500,-0.019500,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.117000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,6,400,200,200,11.013200,11.173100,0.159900,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.959400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15713423,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,7,200,0,200,11.648200,11.841500,0.193300,,STANDARD_SYNTHETIC,6.000000000,0.166666667,1.159800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,1,1400,1200,200,14.295900,14.306100,0.010200,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.061200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,2,1200,1000,200,11.104900,11.176300,0.071400,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.428400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,3,1000,800,200,11.540700,11.454800,-0.085900,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.515400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,4,800,600,200,11.370100,11.487700,0.117600,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.705600,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,5,600,400,200,11.383000,11.402500,0.019500,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.117000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,6,400,200,200,11.166900,11.173100,0.006200,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.037200,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15715052,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,7,200,0,200,11.883500,11.841500,-0.042000,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.252000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,1,1400,1200,200,14.378100,14.306100,-0.072000,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.432000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,2,1200,1000,200,11.267600,11.176300,-0.091300,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-0.547800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,3,1000,800,200,11.668600,11.454800,-0.213800,,STANDARD_SYNTHETIC,6.000000000,0.166666667,-1.282800,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,4,800,600,200,11.350700,11.487700,0.137000,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.822000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,5,600,400,200,11.389500,11.402500,0.013000,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.078000,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15719488,Pakenham,PAKENHAM_SYNTHETIC,Synthetic,AUSTRALIAN_SYNTHETIC,2026-07-20,Southside Pakenham Synthetic,7,1400,6,400,200,200,11.160700,11.173100,0.012400,,STANDARD_SYNTHETIC,6.000000000,0.166666667,0.074400,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,EDGEIQ_SURFACE_AWARE_LENGTHS_PER_SECOND_V2,APPROVED_AUSTRALIAN_SYNTHETIC_CONVERSION,,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733,CALCULATED
