benchmark_group_id,canonical_race_id,canonical_runner_id,race_date,track,race_number,race_distance_metres,segment_start_metres,segment_end_metres,segment_distance_metres,elapsed_time_seconds,average_speed_mps,eligibility_status,source_format,source_hash
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718050,2026-07-20,Southside Pakenham Synthetic,7,1400,800,600,200,11.5340,17.340000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718050,2026-07-20,Southside Pakenham Synthetic,7,1400,600,400,200,11.3701,17.590000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718050,2026-07-20,Southside Pakenham Synthetic,7,1400,400,200,200,11.2296,17.810000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718050,2026-07-20,Southside Pakenham Synthetic,7,1400,200,0,200,12.1065,16.520000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720319,2026-07-20,Southside Pakenham Synthetic,7,1400,1400,1200,200,14.1443,14.140000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720319,2026-07-20,Southside Pakenham Synthetic,7,1400,1200,1000,200,11.2423,17.790000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720319,2026-07-20,Southside Pakenham Synthetic,7,1400,1000,800,200,11.2549,17.770000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720319,2026-07-20,Southside Pakenham Synthetic,7,1400,800,600,200,11.4220,17.510000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720319,2026-07-20,Southside Pakenham Synthetic,7,1400,600,400,200,11.3572,17.610000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720319,2026-07-20,Southside Pakenham Synthetic,7,1400,400,200,200,11.4548,17.460000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15720319,2026-07-20,Southside Pakenham Synthetic,7,1400,200,0,200,12.2399,16.340000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-41BE498454A5E3BB,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718174,2026-07-20,Southside Pakenham Synthetic,7,1400,1400,1200,200,14.6199,13.680000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-66E610991D333736,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718174,2026-07-20,Southside Pakenham Synthetic,7,1400,1200,1000,200,11.4025,17.540000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-0C8C5AABDB549002,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718174,2026-07-20,Southside Pakenham Synthetic,7,1400,1000,800,200,11.5075,17.380000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-8C718767F48E1B2E,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718174,2026-07-20,Southside Pakenham Synthetic,7,1400,800,600,200,11.3314,17.650000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-EE87E5B9F489EF89,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718174,2026-07-20,Southside Pakenham Synthetic,7,1400,600,400,200,11.2931,17.710000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-E5BBA83D27F6BACC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718174,2026-07-20,Southside Pakenham Synthetic,7,1400,400,200,200,11.1794,17.890000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-5FB9078FAE4AED97,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R7,15718174,2026-07-20,Southside Pakenham Synthetic,7,1400,200,0,200,12.5865,15.890000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,6f7b0cc3ec24408d6348e84adacffe0c29abba37a5d23ca0de325da361247733
RSTG1-7F435438F124FA6B,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716863,2026-07-20,Southside Pakenham Synthetic,8,1600,1600,1400,200,14.3062,13.980000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-AF341F47C1DC657F,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716863,2026-07-20,Southside Pakenham Synthetic,8,1600,1400,1200,200,12.3533,16.190000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7C7715EBDA2A0798,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716863,2026-07-20,Southside Pakenham Synthetic,8,1600,1200,1000,200,12.2926,16.270000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-B45F6779CE8430A9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716863,2026-07-20,Southside Pakenham Synthetic,8,1600,1000,800,200,12.4611,16.050000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-77CC5CA4F68F14C7,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716863,2026-07-20,Southside Pakenham Synthetic,8,1600,800,600,200,11.9760,16.700000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-BC0949B8037790BC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716863,2026-07-20,Southside Pakenham Synthetic,8,1600,600,400,200,11.2108,17.840000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-A28C92AC0B4E70E9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716863,2026-07-20,Southside Pakenham Synthetic,8,1600,400,200,200,10.8637,18.410000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-0F27D177B494EEA4,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716863,2026-07-20,Southside Pakenham Synthetic,8,1600,200,0,200,11.2931,17.710000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7F435438F124FA6B,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716861,2026-07-20,Southside Pakenham Synthetic,8,1600,1600,1400,200,14.5560,13.740000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-AF341F47C1DC657F,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716861,2026-07-20,Southside Pakenham Synthetic,8,1600,1400,1200,200,12.0555,16.590000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7C7715EBDA2A0798,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716861,2026-07-20,Southside Pakenham Synthetic,8,1600,1200,1000,200,12.3229,16.230000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-B45F6779CE8430A9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716861,2026-07-20,Southside Pakenham Synthetic,8,1600,1000,800,200,12.4146,16.110000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-77CC5CA4F68F14C7,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716861,2026-07-20,Southside Pakenham Synthetic,8,1600,800,600,200,11.8064,16.940000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-BC0949B8037790BC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716861,2026-07-20,Southside Pakenham Synthetic,8,1600,600,400,200,10.9230,18.310000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-A28C92AC0B4E70E9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716861,2026-07-20,Southside Pakenham Synthetic,8,1600,400,200,200,10.7817,18.550000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-0F27D177B494EEA4,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15716861,2026-07-20,Southside Pakenham Synthetic,8,1600,200,0,200,11.3960,17.550000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7F435438F124FA6B,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15720215,2026-07-20,Southside Pakenham Synthetic,8,1600,1600,1400,200,14.0845,14.200000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-AF341F47C1DC657F,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15720215,2026-07-20,Southside Pakenham Synthetic,8,1600,1400,1200,200,12.2624,16.310000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7C7715EBDA2A0798,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15720215,2026-07-20,Southside Pakenham Synthetic,8,1600,1200,1000,200,12.3077,16.250000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-B45F6779CE8430A9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15720215,2026-07-20,Southside Pakenham Synthetic,8,1600,1000,800,200,12.3839,16.150000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-77CC5CA4F68F14C7,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15720215,2026-07-20,Southside Pakenham Synthetic,8,1600,800,600,200,11.8203,16.920000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-BC0949B8037790BC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15720215,2026-07-20,Southside Pakenham Synthetic,8,1600,600,400,200,11.1359,17.960000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-A28C92AC0B4E70E9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15720215,2026-07-20,Southside Pakenham Synthetic,8,1600,400,200,200,10.8814,18.380000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-0F27D177B494EEA4,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15720215,2026-07-20,Southside Pakenham Synthetic,8,1600,200,0,200,11.4745,17.430000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7F435438F124FA6B,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15715140,2026-07-20,Southside Pakenham Synthetic,8,1600,1600,1400,200,15.0150,13.320000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-AF341F47C1DC657F,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15715140,2026-07-20,Southside Pakenham Synthetic,8,1600,1400,1200,200,12.3153,16.240000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7C7715EBDA2A0798,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15715140,2026-07-20,Southside Pakenham Synthetic,8,1600,1200,1000,200,12.3993,16.130000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-B45F6779CE8430A9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15715140,2026-07-20,Southside Pakenham Synthetic,8,1600,1000,800,200,12.2850,16.280000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-77CC5CA4F68F14C7,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15715140,2026-07-20,Southside Pakenham Synthetic,8,1600,800,600,200,11.9190,16.780000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-BC0949B8037790BC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15715140,2026-07-20,Southside Pakenham Synthetic,8,1600,600,400,200,10.9290,18.300000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-A28C92AC0B4E70E9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15715140,2026-07-20,Southside Pakenham Synthetic,8,1600,400,200,200,10.7527,18.600000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-0F27D177B494EEA4,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15715140,2026-07-20,Southside Pakenham Synthetic,8,1600,200,0,200,11.2803,17.730000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7F435438F124FA6B,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719698,2026-07-20,Southside Pakenham Synthetic,8,1600,1600,1400,200,14.5349,13.760000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-AF341F47C1DC657F,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719698,2026-07-20,Southside Pakenham Synthetic,8,1600,1400,1200,200,12.3153,16.240000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7C7715EBDA2A0798,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719698,2026-07-20,Southside Pakenham Synthetic,8,1600,1200,1000,200,12.4378,16.080000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-B45F6779CE8430A9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719698,2026-07-20,Southside Pakenham Synthetic,8,1600,1000,800,200,12.3916,16.140000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-77CC5CA4F68F14C7,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719698,2026-07-20,Southside Pakenham Synthetic,8,1600,800,600,200,11.8273,16.910000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-BC0949B8037790BC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719698,2026-07-20,Southside Pakenham Synthetic,8,1600,600,400,200,11.0619,18.080000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-A28C92AC0B4E70E9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719698,2026-07-20,Southside Pakenham Synthetic,8,1600,400,200,200,10.8225,18.480000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-0F27D177B494EEA4,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719698,2026-07-20,Southside Pakenham Synthetic,8,1600,200,0,200,11.4745,17.430000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7F435438F124FA6B,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719600,2026-07-20,Southside Pakenham Synthetic,8,1600,1600,1400,200,14.9477,13.380000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-AF341F47C1DC657F,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719600,2026-07-20,Southside Pakenham Synthetic,8,1600,1400,1200,200,12.2850,16.280000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7C7715EBDA2A0798,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719600,2026-07-20,Southside Pakenham Synthetic,8,1600,1200,1000,200,12.3762,16.160000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-B45F6779CE8430A9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719600,2026-07-20,Southside Pakenham Synthetic,8,1600,1000,800,200,12.2324,16.350000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-77CC5CA4F68F14C7,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719600,2026-07-20,Southside Pakenham Synthetic,8,1600,800,600,200,11.7786,16.980000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-BC0949B8037790BC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719600,2026-07-20,Southside Pakenham Synthetic,8,1600,600,400,200,10.9529,18.260000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-A28C92AC0B4E70E9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719600,2026-07-20,Southside Pakenham Synthetic,8,1600,400,200,200,10.7009,18.690000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-0F27D177B494EEA4,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15719600,2026-07-20,Southside Pakenham Synthetic,8,1600,200,0,200,11.3122,17.680000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7F435438F124FA6B,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15717112,2026-07-20,Southside Pakenham Synthetic,8,1600,1600,1400,200,14.7929,13.520000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-AF341F47C1DC657F,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15717112,2026-07-20,Southside Pakenham Synthetic,8,1600,1400,1200,200,12.2100,16.380000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7C7715EBDA2A0798,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15717112,2026-07-20,Southside Pakenham Synthetic,8,1600,1200,1000,200,12.3305,16.220000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-B45F6779CE8430A9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15717112,2026-07-20,Southside Pakenham Synthetic,8,1600,1000,800,200,12.3533,16.190000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-77CC5CA4F68F14C7,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15717112,2026-07-20,Southside Pakenham Synthetic,8,1600,800,600,200,11.8977,16.810000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-BC0949B8037790BC,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15717112,2026-07-20,Southside Pakenham Synthetic,8,1600,600,400,200,11.0803,18.050000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-A28C92AC0B4E70E9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15717112,2026-07-20,Southside Pakenham Synthetic,8,1600,400,200,200,10.8873,18.370000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-0F27D177B494EEA4,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15717112,2026-07-20,Southside Pakenham Synthetic,8,1600,200,0,200,11.6414,17.180000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7F435438F124FA6B,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15718296,2026-07-20,Southside Pakenham Synthetic,8,1600,1600,1400,200,15.0263,13.310000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-AF341F47C1DC657F,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15718296,2026-07-20,Southside Pakenham Synthetic,8,1600,1400,1200,200,12.4533,16.060000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-7C7715EBDA2A0798,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15718296,2026-07-20,Southside Pakenham Synthetic,8,1600,1200,1000,200,12.3381,16.210000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
RSTG1-B45F6779CE8430A9,2026-07-20_SOUTHSIDEPAKENHAMSYNTHETIC_R8,15718296,2026-07-20,Southside Pakenham Synthetic,8,1600,1000,800,200,12.2026,16.390000,ELIGIBLE,RACING.COM_GRAPHQL_GETRACEFORM,c097b73d9bdbb87cb15b05d189db298ea7cec94e8b4f29c337b797f82bcb799b
