race_entry_epi_component_id,race_entry_id,race_id,race_date,epi_component_code,component_source_fact_name,component_source_fact_id,component_source_value_field,component_source_evidence_sha256,raw_component_value,field_population_count,field_component_mean,field_component_population_standard_deviation,unbounded_normalised_component_value,capped_normalised_component_value,authorised_component_weight,weighted_component_value,epi_parameter_id,epi_component_normalisation_parameter_id,epi_component_publication_decision,epi_component_reconciliation_decision,epi_component_status,race_entry_epi_component_evidence_sha256,source_lineage,builder_version,contract_version,built_at_utc
REEC-CUR-B891B921019A75B97C43F31E,99542680860,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-BD7B15DE42D819DB33B03C2B,suitability,2de7e8bb549809f34f5837ec52ea6ceebac9a6e22b38e62407e3539000f8dda7,56.9,8,57.675000,6.541550,-0.118473,-0.118473,0.300000,-0.035542,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,4860e4c66e246d4a32a2b1bdf0b5f58788c0cd9c45190aadd195604353939ca7,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-EDD0BB6E4FA6432494C80FAC,99529254930,EIQD-0F448166A5F621EF7D40F74C,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-DE1F085239AE817622D7523B,suitability,b75909e6bb7d45309c341ad13aa179e0babd0c25f5a8d6cbb57d70041e089d40,56.3,8,57.675000,6.541550,-0.210195,-0.210195,0.300000,-0.063058,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,57f29ffd9dd88bea92ab749b09ced31685912674ee1e4cc1e0105adcc605978a,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-564130E6BEAC9590DEFA8B5D,99568184430,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-1095313BED308CB635368385,suitability,dcc4344c0cbba283386cb03fbd8d750b720712f963019b61280479892cb68dce,57.6,9,56.766667,3.349295,0.248809,0.248809,0.300000,0.074643,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,5ced2f057e1def20272a7afa72d7b7b6e0af0202ff8f9594cf35c833dda9adfe,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-348CB4D53320F898EC462A91,99554973720,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-99ACB6B58C5C66A7268C34E7,suitability,940af6fcca834f3306c73d824e5d8e5b1c296c97a6e227c93a130e8ce20f8eae,49.9,9,56.766667,3.349295,-2.050183,-2.050183,0.300000,-0.615055,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,fc65c9163eadeb3c6421d2d53ed3d33e6d456f543ee9c4203a833b8ee9550f6c,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-C2BD8AD412C80AC86365913D,99515474520,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-660385CC198AD2F51821850B,suitability,a121b6f51b3f489ecea76e76276f74aad0801febc107bd96abaeb0e867f3f5d2,57.4,9,56.766667,3.349295,0.189095,0.189095,0.300000,0.056728,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,55930a7523254c4b314d3895af95803a809ae18b62ed1d6818b5143c4adadcdf,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-869C0D74D4486CA403329C8D,99564633300,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-A20D4807993D42D94EFAD0B5,suitability,35f8638d51a2ed5d3d4906c4d30269d73b58a64c738a07c4eafd5aeea0873498,59.5,9,56.766667,3.349295,0.816092,0.816092,0.300000,0.244828,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,a57551955c8842b6b978e1d6b4607d0333abca523d6619492df53af270015d8c,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-1AE51CA5DFB6455637F65C6C,99558391920,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-08F6B7CFC46D16293A2AE366,suitability,7569f21e5ae7013d3d454335e01768df36f740e6939ab0f12e69f0f6cd19a89d,58.5,9,56.766667,3.349295,0.517522,0.517522,0.300000,0.155257,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,1f318101a5c9cbc1fce1a54d036d1244bb49d45ac74ce2af8e748b581cdb1ccc,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-6E2DC12E554EE36C41F55C74,99476412090,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-0DAF560CEBC7C1F0B8B59829,suitability,e78b57d511b275b5b6459c0a272a2c99d8497e107449338e8eda94998b91c866,51.6,9,56.766667,3.349295,-1.542613,-1.542613,0.300000,-0.462784,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,c01bbd795ee2e2886ace44ecbf06686141169cb78eaf017cd4732f1d95ccd57b,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-8F0D6F4C606390FB9791322F,99537287700,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-5AB8F72ADD73C9A0324A720C,suitability,a608486aa1a56d6486e7afb89d1549aa56e7c65a5542ba0605fea85cd9800e16,60.0,9,56.766667,3.349295,0.965377,0.965377,0.300000,0.289613,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,88fb4e612f05b371b0ca623b257d61b44741b40f71f0ce3e150086d32035d839,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-9377F90CD1B181250F908C79,99567177960,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-5B4CE6F00F3F7ACE51ECD289,suitability,0d49e32f14a39395d557cdc07eb640d077904f1cb8a28fd8c9ab6e6970c20607,58.9,9,56.766667,3.349295,0.636950,0.636950,0.300000,0.191085,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,cf0f41629c7bb379e62d1cc9065c4e15318874050626206e43e14b25f6b8be75,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-3CFC44F7028099B559C48B19,99561449310,EIQD-2FCDF559A4AC5AD65AC8B286,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-5741B08B50B49FB0F9AE932E,suitability,d4ef48566382d7a226c461f5e1039390d4a205fcf845fa4e6301b5d73306848d,57.5,9,56.766667,3.349295,0.218952,0.218952,0.300000,0.065685,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,b929dbb19920fea1462e659e0a7a34e286ddf74b8f58367c99563d35129b3f26,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-CC96A0DB345260AF3BA92DA6,99541687050,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-9CB8984DD2F4CA16E19D9FBC,suitability,ca9134cf8840d3d8d6150952bb0546bb867b76e039243bb3fe8f857eb4661c0d,49.4,13,54.784615,4.196491,-1.283123,-1.283123,0.300000,-0.384937,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,adba910da5a1cb26d7aa0f7597906bd53e403b76b19e691b44929a4094eb7104,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-75BEEC6DFA1051C8C7BBBDFF,99559088220,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-865872B431EDE76E1B47E8CF,suitability,2559fa3052601aaa5763aa14b9d6ce228b6ed7316534dcdf0073ed69ec763bc0,53.0,13,54.784615,4.196491,-0.425264,-0.425264,0.300000,-0.127579,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,9f673c4ecdf0d3a6021f21f49adb1de5345f4706ea247960577def8a94bf1968,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-070A5B01D5AF4CC0E02F9CF4,99566000580,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-E62E8657DE0A4B332BAE2142,suitability,b4f8d72e73a997e05e15d2240b78243659feea20613c240d6fb6f632a13db114,50.5,13,54.784615,4.196491,-1.021000,-1.021000,0.300000,-0.306300,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,76a0ab64d248d1cb7c012f4f3a20f74b6c0a4b19c3de276ce70cd7bdb351b9d5,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-7F16643C408B77DFEB764567,99555467460,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-A9433136EC6912115AD1456B,suitability,08cef9ba2cfc8ff55b31dc0a13f1aa61b86ab36536b9af6cf5ee2332f4c34236,55.2,13,54.784615,4.196491,0.098984,0.098984,0.300000,0.029695,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,af06a45d1d25714c7185f9630f0c61ea2cce8c70067e266c245691a4d8d095e8,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-3B5564A265F31302950DC307,99500681310,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-D05164EA60523FD20D6561D4,suitability,4d4b4588ea9e31995e8b85f14503e4e861af711f6f69f5972d07e1fd95ca7cee,50.8,13,54.784615,4.196491,-0.949511,-0.949511,0.300000,-0.284853,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,6476519b56825f998aeddc1c7312f0db172358a0b316aa65b72f75acf20e5374,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-67CCBBD6EB3DEB924EDA4570,99500687640,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-F6C803A7CD32A784DEA1B7A9,suitability,81ba59713c1eeb7c8c246b7305106aa2a1e507006f079023a8cabb82905dde31,57.3,13,54.784615,4.196491,0.599402,0.599402,0.300000,0.179821,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,fae700880d7d5b38f33bfa31da96c8ec49e00da69f1d2898b5e12bca5884e485,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-E1FC073397EDD75CD4A51C37,99490350750,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-C0B3B174EF0631BC5C712EF1,suitability,db53beeaee6c85f94c63be3fba1fef578936cbe080dafeb54c18a73de1862281,51.6,13,54.784615,4.196491,-0.758876,-0.758876,0.300000,-0.227663,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,e8c9842e3d948c94c2d3fce490d12b3c134e7851a4d782ddc049a3830f3d69d0,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-6F90D0BE8D337A3FFF38D191,99567633720,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-3AB2A10CE0734DD6A0D48CB0,suitability,045d1cceae4038acb774fcb5db424b41c910c92ca33a63e5e8e1293e9d558214,52.7,13,54.784615,4.196491,-0.496752,-0.496752,0.300000,-0.149026,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,09681bc6e88edf40a27f82273bc36214a16ecc9da91b964ee9aff20226c415d8,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-8D5B1DF81F8618F94FEF279D,99564956130,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-67E3B2B58A19B728FFCE081E,suitability,770fea844c30545579a46d3a7f0f32c14929da7dbb028d5b30ec57fbf04affdf,61.7,13,54.784615,4.196491,1.647897,1.647897,0.300000,0.494369,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,b3859c2ffb7f83e048d0c37715ecd472ae3a602a8337ab3d345b1edbab9ff53f,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-4FE9A81CC8B1E319B219961E,99569906190,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-36161F309EEBE67E81F95FBD,suitability,23a046d7817be238e7ed917b7b474902dd505bf8e94db7d3c37b44acdb577bd0,56.0,13,54.784615,4.196491,0.289619,0.289619,0.300000,0.086886,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,4525c189b43dee8e34e32e6f88e704e18ed21f4db4137cc4d06d0355b404a508,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-BF5B93FA73678AC812489592,99515158020,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-1936C6E5661FA382A2AAE438,suitability,2369fc9c07e8802560d7e97d35419b052997d3414beb03db80eb03f7950d800d,52.0,13,54.784615,4.196491,-0.663558,-0.663558,0.300000,-0.199067,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,cdd2a83222c48d01a3c7ceb38b1860398479ff54e091e2d104950629fbc10224,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-2CF65D100DD30C2D8A7F5520,99550023660,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-03120AF38214616341C18121,suitability,cf1986ad4dbe75db32381e49a403238877bc270f1262c373d03415d4861618e0,62.9,13,54.784615,4.196491,1.933850,1.933850,0.300000,0.580155,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,84a8305c3d1d94e4e057cb4c1ff7ffa22a46aa609fac2900b0bbeda87fa7f2f3,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-E9EBB0605A969BAD35F52E82,99533128890,EIQD-58926116CE3730E5DB18A856,2026-07-26,SUITABILITY,edgeiq_form_guide_enriched_v2,RESA-CUR-402CDDFE455E2F260F48D2D1,suitability,a9df746e0a7a1c1e24ca359bfc34c35abc3e4b531df825dd7b55f1902633cfbc,59.1,13,54.784615,4.196491,1.028332,1.028332,0.300000,0.308500,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,dd96e9a53672cf9d2f3a4a80c1b2e5f8e8c88c07d400548b89671035baa345e1,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-4FE780F500628ED5A68A57AA,99524602380,EIQD-DDBEBDD438E1E95BF9FCC89E,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-37555DA975B4C38618E1880C,barrier,f64483c59f0e46c460c859b9e90c215f3ef2154a2774b21513a9ea36429638db,4,5,5.600000,1.854724,-0.862662,-0.862662,0.200000,-0.172532,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,69a5a28e367ae0923d0a5e0426907c9bf453f6b13c2c690132a9e3a90edf7741,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-0124B91E0F61BA6D29F697E0,99548453820,EIQD-DDBEBDD438E1E95BF9FCC89E,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-378D5D738EE2A0DAE10A91D5,barrier,70fc193bfe0f2bb7a4898e5ac904edb10a6819201984e8de3dd9ad6ca2294e64,6,5,5.600000,1.854724,0.215666,0.215666,0.200000,0.043133,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,1c136bbe072afe8d8377ad16aa841154fda6a9674dd9148afaa8ef06fd863112,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-B01D4562675915AD2B4AD85B,99552973440,EIQD-DDBEBDD438E1E95BF9FCC89E,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-1E6352E080C2A179B1B69468,barrier,e540b6b59380dbaceaf79aaf8dfbd53823a8a5c6afca0b3aceedf179acf51f4f,7,5,5.600000,1.854724,0.754829,0.754829,0.200000,0.150966,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,ce41a78a8ab9dad39efef08ca3847c0c383363bf803604f7b8dacb74ac67b7f6,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-A187D58291CCD0891964ABF6,99561620220,EIQD-DDBEBDD438E1E95BF9FCC89E,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-12AD89563168410C0052F018,barrier,7c4d82154ed9ae1d4d25be20c4fe0df1005a0651c58dc834e3a59ee19b8ef851,8,5,5.600000,1.854724,1.293993,1.293993,0.200000,0.258799,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,1126fbc3c7493448bbad34bdf34d1461f936ca32a90b4ce809c46429b88f2ac2,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
REEC-CUR-24943F2FDE957068F07BADAF,99563360970,EIQD-DDBEBDD438E1E95BF9FCC89E,2026-07-26,RACE_CONTEXT,edgeiq_daily_official_results_fact_v1,RECTX-CUR-B2DCE9188121D435B406A3CA,barrier,774cf91a66926440f5262f5e154b5d90959e2d61a866a0e68e5e1c8a0608bd62,3,5,5.600000,1.854724,-1.401826,-1.401826,0.200000,-0.280365,EPIP1-14578898B157ACE77DF0A29F,LIVE_FORM_GUIDE_CURRENT_COMPONENT_NORMALISATION,EPI_COMPONENT_PUBLISHED,EPI_COMPONENT_RECONCILED,GOVERNED_RACE_ENTRY_EPI_COMPONENT,1d6ba568021f3788eb22c9a4de87397ea8f11f4d6ad621102d955988d44725c9,RA_TO_RCOM_BRIDGE|LIVE_FORM_GUIDE_CURRENT_INPUTS,edgeiq_ra_to_rcom_bridge_current_performance_rebuild_v1,1.0.0,2026-07-30T00:00:00Z
