source_owner,source_name,repository_file,json_path,candidate_field,value_type,value,candidate_category,verification_status,canonical_target_field,notes
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.dry_bulb_min_cel,dry_bulb_min_cel,float,0.2,TEMPERATURE,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.dry_bulb_min_time_utc,dry_bulb_min_time_utc,str,2026-07-09T19:49:00Z,TEMPERATURE,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.temp.rel_hum_percent,rel_hum_percent,float,72.0,TEMPERATURE,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.wind.speed_10m_mps,speed_10m_mps,float,1.955,WIND,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.wind.dirn_10m_ord,dirn_10m_ord,str,NNE,WIND,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.wind.gust_speed_10m_mps,gust_speed_10m_mps,float,2.932,WIND_GUST,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.wind.gust_dirn_10m_deg_t,gust_dirn_10m_deg_t,float,21.0,WIND_GUST,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.wind.gust_speed_10m_max_mps,gust_speed_10m_max_mps,float,3.344,WIND_GUST,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.wind.gust_10m_max_utc,gust_10m_max_utc,str,2026-07-10T02:50:00Z,WIND_GUST,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.wind.run_2m_total_m,run_2m_total_m,NoneType,,WIND,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.precip.since_0900lct_total_mm,since_0900lct_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.precip.since_0000lct_total_mm,since_0000lct_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.precip.24h_0900lct_total_mm,24h_0900lct_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.precip.10min_total_mm,10min_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.precip.1h_total_mm,1h_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,87184,data\weather-source-audit\bom-live\87184\latest_raw.json,$.obs.precip.24h_total_mm,24h_total_mm,NoneType,,RAINFALL,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.stn.location.lat_dec_deg,lat_dec_deg,float,-37.5127,STATION,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.stn.location.long_dec_deg,long_dec_deg,float,143.7911,STATION,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.stn.location.timezone,timezone,str,Australia/Melbourne,TIMESTAMP,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.datetime_utc,datetime_utc,str,2026-07-10T03:40:00Z,TIMESTAMP,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.dry_bulb_1min_cel,dry_bulb_1min_cel,float,8.9,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.apparent_1min_cel,apparent_1min_cel,float,4.35,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.dew_pnt_1min_cel,dew_pnt_1min_cel,float,5.82,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.wet_bulb_1min_avg_cel,wet_bulb_1min_avg_cel,float,7.46,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.wet_bulb_globe_sun_cel,wet_bulb_globe_sun_cel,float,12.61,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.wet_bulb_globe_shade_cel,wet_bulb_globe_shade_cel,float,7.89,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.wet_bulb_depression_cel,wet_bulb_depression_cel,float,1.44,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.dry_bulb_max_cel,dry_bulb_max_cel,float,9.5,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.dry_bulb_max_time_utc,dry_bulb_max_time_utc,str,2026-07-10T01:42:00Z,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.dry_bulb_min_cel,dry_bulb_min_cel,float,0.3,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.dry_bulb_min_time_utc,dry_bulb_min_time_utc,str,2026-07-09T14:33:00Z,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.temp.rel_hum_percent,rel_hum_percent,float,81.0,TEMPERATURE,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.wind.speed_10m_mps,speed_10m_mps,float,5.299,WIND,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.wind.dirn_10m_ord,dirn_10m_ord,str,NNE,WIND,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.wind.gust_speed_10m_mps,gust_speed_10m_mps,float,6.688,WIND_GUST,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.wind.gust_dirn_10m_deg_t,gust_dirn_10m_deg_t,float,12.0,WIND_GUST,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.wind.gust_speed_10m_max_mps,gust_speed_10m_max_mps,float,9.26,WIND_GUST,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.wind.gust_10m_max_utc,gust_10m_max_utc,str,2026-07-10T00:43:00Z,WIND_GUST,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.wind.run_2m_total_m,run_2m_total_m,NoneType,,WIND,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.precip.since_0900lct_total_mm,since_0900lct_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.precip.since_0000lct_total_mm,since_0000lct_total_mm,float,0.2,RAINFALL,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.precip.24h_0900lct_total_mm,24h_0900lct_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.precip.10min_total_mm,10min_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.precip.1h_total_mm,1h_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,89002,data\weather-source-audit\bom-live\89002\latest_raw.json,$.obs.precip.24h_total_mm,24h_total_mm,NoneType,,RAINFALL,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.stn.location.lat_dec_deg,lat_dec_deg,float,-37.6486,STATION,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.stn.location.long_dec_deg,long_dec_deg,float,142.0636,STATION,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.stn.location.timezone,timezone,str,Australia/Melbourne,TIMESTAMP,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.datetime_utc,datetime_utc,str,2026-07-10T03:40:00Z,TIMESTAMP,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.dry_bulb_1min_cel,dry_bulb_1min_cel,float,13.2,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.apparent_1min_cel,apparent_1min_cel,float,9.77,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.dew_pnt_1min_cel,dew_pnt_1min_cel,float,9.07,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.wet_bulb_1min_avg_cel,wet_bulb_1min_avg_cel,float,11.09,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.wet_bulb_globe_sun_cel,wet_bulb_globe_sun_cel,float,15.96,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.wet_bulb_globe_shade_cel,wet_bulb_globe_shade_cel,float,11.72,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.wet_bulb_depression_cel,wet_bulb_depression_cel,float,2.11,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.dry_bulb_max_cel,dry_bulb_max_cel,float,13.5,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.dry_bulb_max_time_utc,dry_bulb_max_time_utc,str,2026-07-10T03:39:00Z,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.dry_bulb_min_cel,dry_bulb_min_cel,float,4.3,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.dry_bulb_min_time_utc,dry_bulb_min_time_utc,str,2026-07-09T18:06:00Z,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.temp.rel_hum_percent,rel_hum_percent,float,76.0,TEMPERATURE,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.wind.speed_10m_mps,speed_10m_mps,float,5.299,WIND,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.wind.dirn_10m_ord,dirn_10m_ord,str,N,WIND,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.wind.gust_speed_10m_mps,gust_speed_10m_mps,float,8.746,WIND_GUST,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.wind.gust_dirn_10m_deg_t,gust_dirn_10m_deg_t,float,359.0,WIND_GUST,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.wind.gust_speed_10m_max_mps,gust_speed_10m_max_mps,float,9.26,WIND_GUST,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.wind.gust_10m_max_utc,gust_10m_max_utc,str,2026-07-10T01:12:00Z,WIND_GUST,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.wind.run_2m_total_m,run_2m_total_m,NoneType,,WIND,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.precip.since_0900lct_total_mm,since_0900lct_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.precip.since_0000lct_total_mm,since_0000lct_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.precip.24h_0900lct_total_mm,24h_0900lct_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.precip.10min_total_mm,10min_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.precip.1h_total_mm,1h_total_mm,float,0.0,RAINFALL,UNREVIEWED,,
BOM,90173,data\weather-source-audit\bom-live\90173\latest_raw.json,$.obs.precip.24h_total_mm,24h_total_mm,NoneType,,RAINFALL,UNREVIEWED,,
